Product#,Figure#,Manufacturer,Product,Release Year,Product Description,product_type_id,Purchased From,purchase_price,exclusive_to_retailer_id,action_figure_description,likeness,storage_location
419,435,Toypresidents,George Washington Talking Action Figure,2003,,1,,30,,,George Washington,tv.right.top.upper
420,436,Toypresidents,John F. Kennedy Talking Action Figure,2003,,1,,,,,John F. Kennedy,tv.right.top.upper
421,437,Toypresidents,Richard M. Nixon Talking Action Figure,2003,,1,,,,,Richard M. Nixon,tv.right.top.upper
422,438,Toys McCoy,Indiana Jones,1999,,1,,,,,Harrison Ford,TBD
423,439,Toys McCoy,"Marilyn Monroe wearing B-15C Flying Jacket at Korea, 1954",2001,,1,,,,,Marilyn Monroe,03.00
424,440,Triad Toys,Zorro,2011,,1,Big Bad Toy Store,114.99,,,Timothy Dalton,TBD
425,441,Twinch Squad,2001 A Space Odyssey - Yellow suit,2002,Box not found;,1,Eklyps,,,,,03.00
426,442,,Donovan McNabb,0,"Figure is ill proportioned and only 10 inches tall, but some accessories are good for 1:6 scale;",1,,,,,Donovan McNabb,03.30
427,443,,Miscellaneous Caucasian Female Figure,0,Molded short blonde hair wearing green camo and fingerless gloves;,1,Small Blue Planet,3.99,,,,03.00
428,444,,Miscellaneous Caucasian Male Figure,0,"Blue/black ""camo"" with part white top and Tron-line helmet; Packaged ""H.E.R.O.E.S"";",1,,,,,,03.30
429,445,,Miscellaneous Caucasian Male Figure,0,"Solid green outfit with cheesy camo at the sleeves and Tron-like helmet; Packaged ""H.E.R.O.E.S"";",1,,,,,,03.30
430,446,,Miscellaneous Caucasian Male Figure,0,"Green/black ""camo"" with part white top and camo yarmulke.",1,,,,,,03.30
431,447,,Miscellaneous Caucasian Male Figure,0,"Blue police-like outfit and blue Tron-like helmet; Packaged ""Lieutenant Extreme.""",1,,,,,,03.30
432,448,,Miscellaneous Caucasian Male Figure,0,Nude Dragon brunette;,1,,,,,,03.32
433,449,Valor USA,Rosie the Riveter,2002,,1,,,,,,02.00
434,450,ZC World,Charlie Chaplin,2012,,1,Timewalker Toys,179.99,,,Charlie Chaplin,desk.above.02
435,451,ZC World,Mr. Bean (Deluxe Version),2015,"Sofa in box 4.03. Reciept says ""Basic version"" but the figure has all extras from the Deluxe version.",1,Cotswold Collectibles,203.99,,,Rowan Atkinson,desk.above.02
436,,,Furniture,,"Mr. Bean's sofa, Don Corleone's desk chair; FDR's wheelchair; Charlie Chaplin's chair; Stalin's chair",1,,,,,,
437,452,Hot Toys,Thor - Thor: The Dark World,2013,Thor figure from Thor: The Dark World motion picture; Hot Toys MMS 224,1,,199.99,,,Chris Hemsworth,tv.right.top.lower
438,453,Craft One,Clockwork Alex,2016,"Alex from Stanley Kubrick's film, ""A Clockwork Orange",1,Timewalker Toys,129.99,,,Malcolm McDowell,window.right.bottom.upper
439,454,Hot Toys,Wonder Woman (Batman v. Superman),2017,Wonder Woman in standard costume from movie Batman v. Superman,1,Sideshow Collectibles,234.99,,Wonder Woman in standard costume from movie Batman v. Superman,Gal Gadot,desk.left.top.upper
440,455,Hot Toys,Batman (Batman v. Superman),2016,Batman in standard costume from movie Batman v. Superman,1,Sideshow Collectibles,234.99,,Wonder Woman in standard costume from movie Batman v. Superman,Gal Gadot,desk.left.top.upper
441,456,Hot Toys,Daredevil,2017,Daredevil from the Marvel Netflix series. Multiple portraits included,1,Sideshow Collectibles,229.99,,Displaying fight damage portrait,Charlie Cox,tv.right.top.middle
1441,1456,Medicom,The Dark Knight Returns Batman,2014,Batman as seen in The Dark Knight Returns graphic novel.,1,eBay,160,,"Dressed in grey tights with black trunks, boots, gloves, cape and cowl. Large black bat symbol on chest.",,desk.left.top.lower
1442,1458,Phicen,Rocketman (George Wallace),2014,George Wallace as Commando Cody from the 1952 serial 'Radar Men from the Moon.',1,Big Bad Toy Store,181.99,,Dressed in leather jacket with rocket pack and bullet-style helment.,George Wallace,shelf.20x15.04
1444,1460,Sphero,BB-8,2016,Remote-controlled BB-8. Possibly not true 1/6-scale.,1,Bed Bath & Beyond,150,,,,shelf.20x15.02
1445,1461,Hongkong COO MODEL,Gothic Knight,2016,B,1,Timewalker Toys,150,,,,desk.above.04
1447,1464,DiD,Napoleon Bonaparte,2017,French Emperor Napolean.,1,Timewalker Toys,139.99,,"'Regular' version of Napolean. (Coat has white lapels, as opposed to 'Battle' version with navy lapels.)",,desk.above.01
1448,1465,DiD,Martin Luther King Jr.,2014,Standard edition with overcoat and bible. No robes or podium.,1,Timewalker Toys,149.99,,,Martin Luther King Jr.,desk.above.01
2446,2463,Phicen,La Muerta,2016,Female horror comic protagonist from the graphic novel of the same name by Brian Pulido.,1,Timewalker Toys,145.99,,Female figure dressed in Day of the Dead skelton costume with red wrap and scythe.,,window.right.bottom.upper
3446,3463,Phicen,Vincent Price Presents,2017,Vincent Price as dressed on the cover of Vincent Price Presents #1 (comics),1,Timewalker Toys,163.99,,Vincent Price as dressed in Victorian garb on the cover of Vincent Price Presents #1 (comics). Ruffled shirt. Bow tie. Waistcoat. Victorian tailcoat.,Vincent Price,desk.above.02
4446,4463,Hot Toys,Spider-Man (from Spider-Man: Homecoming),2017,Tom Holland as Spider-Man from the MCU,1,Sideshow Collectibles,229.99,,Tom Holland as Spider-Man from the MCU's 'Spider-Man: Homecoming',Tom Holland,tv.right.top.middle
5446,5463,Hot Toys,Yoda,2019,Yoda from Star Wars Episode II: Attack of the Clones,1,Sideshow Collectibles,189,,"""Younger"" Yoda frm Attack of the Clones",,shelf.20x15.01
5447,5464,Molecule 8,John Lennon,2018,John Lennon circa 1971,1,Sideshow Collectibles,299.95,,Two outfits. Two heads. One guitar.,John Lennon,desk.above.02
5448,5465,Hot Toys,Black Panther,2019,"Black Panther from the film ""Black Panther""",1,Sideshow Collectibles,259,,Two heads.,Chadwick Boseman,desk.right.top.lower
5449,5466,Hot Toys,Thanos,2019,"Thanos from the film ""Avengers: Infinity War""",1,Sideshow Collectibles,376,,,,desk.right.top.upper
5450,5467,Hot Toys,Kylo Ren,2018,MMS438,1,Sideshow Collectibles,235,,,Adam Driver,shelf.20x15.02
6447,6464,Mattel,Lieutenant Uhura,2016,"Star Trek, the Original Series, Lieutenant Uhura with communicator, tricorder, stand",1,Grace,34.99,,"Star Trek, the Original Series, Lieutenant Uhura",Nichelle Nichols,03.11
7453,7468,Hot Toys,Ant-Man,2020,"Paul Rudd as Scott Lang, Ant-Man from ""Ant-Man and the Wasp"". Two headsculpts included, one masked, the other with the likeness of Paul Rudd.",1,Sideshow Collectibles,219.03,,"Paul Rudd as Scott Lang, Ant-Man from ""Ant-Man and the Wasp""",Paul Rudd,desk.right.top.lower
7456,7471,Toys Era,The Cyclopstech,2019,"Tye Sheridan as Scott Summers, Cyclops. Likness from ""X-Men: Apocalypse"".",1,NeoGEEK Toys,179.99,,"Tye Sheridan as Scott Summers, Cyclops. Likness from ""X-Men: Apocalypse"".",Tye Sheridan,desk.right.top.lower
7457,7472,Pop Toys,Saint Knight Jeanne la Pucelle,2018,Saint Joan of Arc in full armor. Two headsculpts. Molded hair and rooted hair.,1,Timewalker Toys,154.99,,Saint Joan of Arc in full armor. Two headsculpts. Molded hair and rooted hair.,,desk.above.04
7459,7474,Ou Zhi Xiang,Mummy (Standard Edition),2018,Fictional Egyptian mummy in cloth wrap with three portraits. Monster File #05.,1,Timewalker Toys,236.99,,Fictional Egyptian mummy in cloth wrap with three portraits.,,shelf.20x15.04
7460,7475,Mondo,Batman,2018,Batman from Batman: The Animated Series. Yellow chest emblem version.,1,Sideshow Collectibles,125,,Batman from Batman: The Animated Series. Yellow chest emblem version.,,window.right.top.middle
8447,8464,Toys Era,The Comedian (Unlicensed Joker),2020,"Unlicensed Joken/Arthur Fleck figure from ""The Joker.""",1,One Sixth Outfitters,209.99,,"Unlicensed Joken/Arthur Fleck figure from ""The Joker."" Three head sculpt. Straight-face Joker, Smiling Joker, Arthur FLeck (no makeup)",Joaquin Phoenix,window.left.bottom.lower
8448,8465,Hot Toys,Boba Fett (Vintage Color),2020,"The Empire Stikes Back Boba Fett in colors and packaging akin to the original 3.75"" Kenner figure. MMS571",1,Sideshow Collectibles,294.99,,"The Empire Stikes Back Boba Fett in colors and packaging akin to the original 3.75"" Kenner figure.",,TBD
9447,9464,Hot Toys,The Wasp (from Ant-Man and the Wasp),2020,"The Wasp from ""Ant-Man and the Wasp"". MMS498",1,Sideshow Collectibles,251,,"The Wasp from ""Ant-Man and the Wasp"". Includes helmeted and unhelmeted head scuplts",Evangeline Lilly,desk.right.top.upper
9448,9465,Hot Toys,"Iron Man Mark XLVII (from ""Spider-Man: Homecoming"")",2020,"Iron Man Mark XLVII from Spider-Man: Homecoming"". MMS427 D191",1,Sideshow Collectibles,374,,"Iron Man Mark XLVII from Spider-Man: Homecoming"". Includes helmeted, unhelmeted, and empty helmet head scuplts",Robert Downey Jr.,tv.right.top.middle
9449,9466,Hot Toys,"Iron Man Mark I (from ""Iron Man"")",2009,"Iron Man Mark I from ""Iron Man"". MMS80. Purchased figure only. No box and no flamethrower effect.",1,eBay,346.59,,"Iron Man Mark I from ""Iron Man"". Includes helmeted and unhelmeted helmet head scuplts",Robert Downey Jr.,desk.right.top.upper
9450,9467,DC Direct/DC Collectibles,Batman Black & White: Batman by Todd McFarlane Deluxe Statue 2.0,2020,Batman Black & White: Batman by Todd McFarlane Deluxe Statue 2.0.,4,Sideshow Collectibles,135,,Batman Black & White: Batman by Todd McFarlane Deluxe Statue 2.0.,,window.right.bottom.middle
10447,10464,Hot Toys,Jawa and EG-6 Power Droid,2020,Jawa and EG-6 Power Droid from various Star Wars episodes. MMS554,1,Sideshow Collectibles,267,,Tatooine Jawa with light-up eyes and blaster.,,shelf.20x15.02
10447,10465,Hot Toys,Jawa and EG-6 Power Droid,2020,Jawa and EG-6 Power Droid from various Star Wars episodes. MMS554,1,Sideshow Collectibles,267,,EG-6 Power Drod with articulated legs.,,shelf.20x15.01
10448,10466,Hot Toys,First Order Stormtrooper Officer,2016,First Order Stormtrooper Officer from various Star Wars episodes in the First Order (sequel) trilogy. MMS334,1,eBay,194,,First Order Stormtrooper in full armor with red pauldron.,,shelf.20x15.02
10449,10467,Hot Toys,Death Trooper,2020,Death from various Star Wars properties. TMS013,1,Sideshow Collectibles,235,,Death Trooper in full black armor.,,shelf.20x15.02
10450,10468,Hot Toys,Sith Jet Trooper,2020,Star Wars' Sith Jet Trooper. MMS562,1,Sideshow Collectibles,220,,Sith Jet Trooper in full red armor.,,shelf.20x15.02
10451,10469,Bio Inspired,Athos the Rodeleros,2019,Knight in blue armor.,1,Timewalker Toys,199.99,,Fictional knight in blue armor.,,shelf.20x15.04
10452,10470,Coo Model,Frankenstein (Birth Edition) (Monster File No. 07),2019,Cartoonish Frankenstien monster with operating table. No. 07 in the Monster File series.,1,Timewalker Toys,310.99,,Cartoonish Frankenstien monster. No. 07 in the Monster File series.,,TBD
